"BirdID","Settled","Forestd","Agriculture","Developed","Shrub","Grassland","Wetland","Water","Road_KM","X","Y","Ag_Indx","Connectance","Edg_Dns","Sex","DisttoStart"
"1016",1,0.566586835038827,0.110784527179041,0.056753029973148,0.005016692067639,0.011747949778649,0.230513825386458,0.018597140576239,551.45531626731,500874.399198786,4981534.45500821,88.1691112485958,23.9451794958863,79.0486426515966,"F",12527.9366398887
"1016",0,0.713698986223031,0,0.021731219131791,0.045585304566329,0.011342171388961,0.026886751581319,0.180755567108569,66.5331769301792,446126.3775037,5038430.26806836,93.0997984292508,39.0617701092827,46.2363447775726,"F",25172.252320293
"1016",0,0.743780921190161,0,0.043045780781827,0.041443105010104,0.033656191206188,0.128022437460804,0.010051564350916,140.067712723911,451601.179728031,5028947.63261023,90.7070015552465,37.1582878341501,62.090625153493,"F",14895.465326853
"1016",0,0.76386723486817,0.000511034888958,0.030003811107646,0.043767106676368,0.044867130928871,0.07129369781381,0.045689983716176,199.025409386082,457075.981952274,5019464.99715234,90.7588545120257,39.4096856597224,61.7191924094812,"F",19005.5359398028
"1016",0,0.548865187194131,0,0.05583226849558,0.033961804921724,0.016698394485444,0.068914560895681,0.275727784007441,126.111204241381,457075.981677786,5038430.26790969,90.1222476030192,26.9805377849942,66.0818916201505,"F",47791.202288612
"1016",0,0.745496451749864,0.020968901905397,0.049909452469045,0.052023672330581,0.017719588593611,0.084040239496053,0.02984169345545,280.571142846564,462550.784176427,5009982.36169469,88.4265410979939,34.4234442419301,77.2182254196643,"F",40800.7758607477
"1016",0,0.790556795956869,8.653962649e-06,0.014417501774062,0.089395434169306,0.031760042923655,0.05747961991796,0.016381951295498,44.2493023619986,462550.783902284,5028947.63245175,90.1975240245143,41.411876605133,65.406951547196,"F",29882.5736282844
"1016",0,0.672020918939111,0.076934437195403,0.068238482855678,0.015272215513722,0.015063721103978,0.120457645229387,0.032012579162721,379.462808485776,468025.586400491,5000499.72623728,88.5272047135814,28.9896073541568,76.6172604085406,"F",18131.4042392119
"1016",0,0.736938842745921,0.00545334743632,0.026443099651471,0.097076520261483,0.027266737181599,0.080265644778138,0.026555807945068,77.1962318879834,468025.586126693,5019464.99699406,88.4825940275878,33.6773044287484,76.8557362271608,"F",73619.2025606324
"1016",0,0.764843324073834,0,0.010557560338188,0.093884403368035,0.033749578130273,0.062038647593828,0.034926486495842,0,468025.585852127,5038430.26775097,90.3006323163345,38.8971235682778,64.7563079110002,"F",10874.330485582
"1016",0,0.69933204125424,0.009673288572022,0.023188205163702,0.059934588495882,0.017417110818855,0.078632241987956,0.111822523707344,370.940953472307,473500.388351013,5009982.36153661,91.4528749690311,35.3363263082527,57.1778580983667,"F",79994.1256785123
"1016",0,0.749538988979023,0,0.016873436241959,0.054334369345581,0.016942696113655,0.071848459400729,0.090462049919053,0,473500.388076791,5028947.63229323,93.0059728378178,41.7625113317912,46.8236701366918,"F",7076.66475044677
"1016",0,0.632850879509799,0.08795097987428,0.074947616783759,0.009437782825348,0.016401669219798,0.150960505696125,0.027450566090891,534.37297149737,478975.190575244,5000499.7260794,87.3052831945787,24.9367400380695,84.7562913524602,"F",69190.9954466552
"1016",0,0.502782080459671,0.000181722207319,0.011353311238221,0.197497425602063,0.057753048173692,0.109855401043605,0.12057701127543,39.8752923699552,478975.190301366,5019464.99683574,86.8683077436194,21.8585940899582,87.688124976525,"F",58444.0471426595
"1016",0,0.715278385521502,0.055475819578877,0.042444821731749,0.018850751754678,0.012357131605202,0.132270316629619,0.023322773178373,516.517190351288,484449.992799386,4991017.09062244,88.5957014992997,31.5397499548168,76.1363242381167,"F",51734.1040579091
"1016",0,0.699241742261616,0.020730905061976,0.047815248251506,0.023500796343744,0.041816702444429,0.083590125337581,0.083304480299148,339.701576154823,484449.992525853,5009982.36137849,89.3266635056111,32.0327271597225,71.2894744445408,"F",8332.30811815455
"1016",0,0.628925484452239,0.09589793499523,0.05061815238444,0.003700241864768,0.007072858147759,0.21060543280303,0.003179895352535,551.067817544325,489924.795023441,4981534.45516573,87.770596162501,23.7896686566487,81.6900838743416,"F",4197.12572282878
"1016",0,0.525346822886717,0.113912449683726,0.038662665324899,0.006136788384129,0.007969738355377,0.301637075905693,0.006334459459459,444.477060834338,489924.794750253,5000499.72592148,89.150876941551,25.1345083330416,72.5318540348444,"F",35852.2633685735
"1016",0,0.639489670860629,0.089342867471367,0.038468659901073,0.006718569526614,0.008808203355758,0.180246347549309,0.03692568133525,436.616408593007,495399.597247406,4972051.81970926,87.5437530331525,25.5002752699527,83.1722587709794,"F",27212.5134032651
"1016",0,0.660234554899056,0.069938058942182,0.039868977704789,0.008764570428946,0.006702843576516,0.212839827921672,0.001651166526838,359.875595895499,495399.596974564,4991017.09046472,88.5152531750798,27.442134483618,76.7154950738205,"F",62674.6515602156
"1016",0,0.623100250516415,0.113936623741924,0.059833868061355,0.007708873555136,0.014442051597592,0.174939568408562,0.006038764119017,792.438146682764,506349.20142292,4972051.81955193,87.6305732707284,25.0318464386675,82.5980179711652,"F",66294.5867735115
"1016",0,0.559775769362773,0.119525137944083,0.040393195638591,0.01379880844473,0.016210079818363,0.247639330124172,0.002657678667289,386.304705841186,506349.201149997,4991017.09030695,86.8002607208576,22.1796710923423,88.1330663684981,"F",37313.1443190351
"10353",1,0.559775769362773,0.119525137944083,0.040393195638591,0.01379880844473,0.016210079818363,0.247639330124172,0.002657678667289,386.304705841186,506349.201149997,4991017.09030695,86.8002607208576,22.1796710923423,88.1330663684981,"F",11601.9890175491
"10353",0,0.525346822886717,0.113912449683726,0.038662665324899,0.006136788384129,0.007969738355377,0.301637075905693,0.006334459459459,444.477060834338,489924.794750253,5000499.72592148,89.150876941551,25.1345083330416,72.5318540348444,"F",8009.0804298106
"10353",0,0.660234554899056,0.069938058942182,0.039868977704789,0.008764570428946,0.006702843576516,0.212839827921672,0.001651166526838,359.875595895499,495399.596974564,4991017.09046472,88.5152531750798,27.442134483618,76.7154950738205,"F",3687.15143882009
"10353",0,0.566586835038827,0.110784527179041,0.056753029973148,0.005016692067639,0.011747949778649,0.230513825386458,0.018597140576239,551.45531626731,500874.399198786,4981534.45500821,88.1691112485958,23.9451794958863,79.0486426515966,"F",7945.05440346202
"10353",0,0.665883069957773,0.014008967829002,0.026677114622785,0.030281659483697,0.009585999738801,0.226677114622785,0.026886073745157,324.145705868476,500874.398925518,5000499.72576351,90.1178334122745,30.9184244025731,66.065701655543,"F",11513.6209454254
"10374",1,0.502472721563702,0.167909569039956,0.249348021386643,0.011216648786317,0.011173038176728,0.051678572363084,0.00620142868357,2121.51798548784,385903.557389221,4839294.92596411,88.4537882292454,24.09289608648,77.159771519706,"M",17130.3248182888
