"BirdID","Settled","Developed","Agriculture","Wetland","Grassland","Road_KM","X","Y","Ag_Indx","Connectance","Edg_Dns","Sex"
"1016",1,0.054474640966519,0.17920153371849,0.198036218554885,0.011865592372859,387.485995534132,499152.646474751,4980782.25552734,88.2109221515349,24.148176943669,78.4097152110821,"F"
"1016",0,0.027300474287901,0.065928687744151,0.337999092357113,0.004849660523763,399.099227813453,495428.157366445,5000763.79427262,90.8583604682615,28.5046643847593,60.5373590810484,"F"
"1016",0,0.00938223755731,0,0.055371744576263,0.034354272029746,0,466680.21480153,5038316.51387419,90.9433358965527,38.7175135119339,60.1392289142716,"F"
"1016",0,0.018646479761748,0.001026950104896,0.104660886404648,0.044276220236785,181.775647591225,480137.716534702,5018692.68991266,87.4277030886541,22.9109910439119,83.0444416756449,"F"
"1016",0,0.034453493356194,0.10961851693099,0.219674239177025,0.006643806258037,303.062526886867,497340.634067375,4990827.87604551,88.9926818062461,27.1886975871084,73.1942719264431,"F"
"1016",0,0.240418118466899,0,0.003484320557491,0,0.782421793498861,451273.13789158,5035723.29292497,71.1484423412765,12.3580263662973,170.675830469645,"F"
"1016",0,0.073108173886996,0.100235893211518,0.110149024600292,0.010156513273674,399.149718344574,477793.150163121,4987303.72715104,89.7129003815831,29.2988000229646,68.3864611393794,"F"
"1016",0,0.059107764917406,0.097690507482521,0.159294889020261,0.019303585649584,416.224293904526,483921.070278207,5003056.14468923,89.0714929326288,26.9443906419466,72.3792878426165,"F"
"1016",0,0.016573997003496,1.9976693857e-05,0.055734975861495,0.023838854669552,103.865599990232,466300.779464711,5027368.48923356,91.7103914021014,42.2267454966166,54.89788992474,"F"
"1016",0,0.040574642200512,0.160586178304914,0.158089693211724,0.006660297775695,385.081241328868,489314.079720332,4979003.77758485,88.6134914289139,27.081636230021,75.6907304365572,"F"
"1016",0,0.044422444059438,0.069686219508841,0.146559231453217,0.01156853578271,508.895120288431,487512.070228929,4989000.0391742,88.9809142890725,31.3060053120834,73.2417582417582,"F"
"1016",0,0.058373357259725,0,0.073731989233124,0.035361798701641,60.0869198378832,457237.786686318,5034555.73655082,89.5728173170116,31.3792246624103,68.9234292947177,"F"
"1016",0,0.054991721048018,0.036437128664654,0.082370702249927,0.016187786110841,460.984918208274,472465.854487652,5006479.77830752,90.3789124773288,35.9715527081726,63.8276471828815,"F"
"1016",0,0.196177627880832,0,0.011804384485666,0.007307476110174,4.43831609359092,451274.589416524,5038192.12081134,74.9880047670674,22.425259289538,146.314012380416,"F"
"1016",0,0.031974698282229,0.03306079537062,0.285391559722307,0.005917056937554,112.649995649938,509220.578147085,4982659.94802726,91.1000491173623,29.1152692697215,59.2139909836398,"F"
"1016",0,0.058144603823719,0.109376621759077,0.196790733398377,0.016876673655367,271.129920559274,505687.574723211,4973613.9442546,88.0322205089802,25.6629080981534,79.3640915000138,"F"
"1016",0,0.052333919319023,0.155602331606218,0.146511843079201,0.010351128793486,541.801566538181,500184.354089503,4970339.63863172,88.2529960236127,26.2641125263562,77.6899794367043,"F"
"1016",0,0.038414685968441,0.00938411853027,0.078274172072863,0.037918921215898,156.451313274328,460546.634516337,5015241.71363454,89.1688476903597,32.439803305002,71.9707691727053,"F"
"1016",0,0.027734477072652,0,0.089105342355899,0.011966012200287,77.0114359452073,446827.648924331,5031239.60175102,93.6205126821123,51.9562374416396,42.2444740602,"F"
"1016",0,0.047496453528083,0.076927792080422,0.1181194066446,0.013590430655528,428.352114051048,475866.464186275,4997166.78873217,88.8258022155339,30.8630823195701,74.235807860262,"F"
"1016",0,0.036692183129692,0.061717944943324,0.196774252907405,0.031236199028412,274.814956224018,491820.438550348,5009943.86294609,89.7653664766187,27.8360752524915,67.7036410548702,"F"
"1016",0,0.029790923981116,0,0.109368275684877,0.028043806403957,73.3083846004439,450921.957432473,5022350.18235217,90.0255912129796,37.4607532100433,66.0890215333269,"F"
"1016",0,0.024816363266847,0.004986499433847,0.0914046395494,0.033831257439828,103.865599990232,470421.247774485,5017115.81677209,90.6080511696778,33.9741065673947,62.419011700996,"F"
"10353",1,0.038440426627933,0.110634452823497,0.220255537633955,0.018333516302558,148.178120319538,507343.655250906,4992760.30080129,87.3604143513977,24.0378421304912,84.0393334908473,"F"
"10353",0,0.027872429093227,0.01601581970763,0.370512914797473,0.009176410985545,251.358971777583,517984.482695154,4987560.42693866,91.0694698410307,28.8372763381714,59.0251125519209,"F"
"10353",0,0.027300474287901,0.065928687744151,0.337999092357113,0.004849660523763,399.099227813453,495428.157366445,5000763.79427262,90.8583604682615,28.5046643847593,60.5373590810484,"F"
"10353",0,0.034453493356194,0.10961851693099,0.219674239177025,0.006643806258037,303.062526886867,497340.634067375,4990827.87604551,88.9926818062461,27.1886975871084,73.1942719264431,"F"
"10353",0,0.054474640966519,0.17920153371849,0.198036218554885,0.011865592372859,387.485995534132,499152.646474751,4980782.25552734,88.2109221515349,24.148176943669,78.4097152110821,"F"
"10353",0,0.044422444059438,0.069686219508841,0.146559231453217,0.01156853578271,508.895120288431,487512.070228929,4989000.0391742,88.9809142890725,31.3060053120834,73.2417582417582,"F"
"10353",0,0.031974698282229,0.03306079537062,0.285391559722307,0.005917056937554,112.649995649938,509220.578147085,4982659.94802726,91.1000491173623,29.1152692697215,59.2139909836398,"F"
"10353",0,0.019616656950814,0.018872165136713,0.271950217377563,0.016954747540016,296.174758638728,515150.573182352,5001584.85774376,89.2492934700483,28.8583310329768,71.3774371499558,"F"
"10353",0,0.027894904603615,0.002987113519421,0.249988616183234,0.010272756249715,267.201878538967,505267.406433959,5002743.4209788,90.1234550376006,28.8813591641634,65.6353792256245,"F"
"10372",1,0.062438254162047,0.019275486740553,0.124419211637769,0.009404780907432,777.598272531559,373786.686110189,4848758.84314659,90.2825839095649,27.1002489785236,64.1525921901567,"F"
"10372",0,0.094669117647059,0.129072787371829,0.187407245008095,0.010700553157043,1328.78853635421,375983.723140621,4833353.04028022,85.3824470934429,20.3708301145807,96.7060502379307,"F"
"10372",0,0.1667628115944,0.184116405491798,0.069265068172409,0.012161767799819,1365.43795628491,382515.465159767,4839965.43835451,87.5867310682347,23.3215232448945,82.0713923867419,"F"
"10372",0,0.166020918095053,0.104971686408783,0.08379714022332,0.0098144541403,1286.13868267881,386930.504032563,4850395.98015217,86.50686900624,21.915307559713,89.3729345499137,"F"
"10383",1,0.038440426627933,0.110634452823497,0.220255537633955,0.018333516302558,148.178120319538,507343.655250906,4992760.30080129,87.3604143513977,24.0378421304912,84.0393334908473,"F"
"10383",0,0.027872429093227,0.01601581970763,0.370512914797473,0.009176410985545,251.358971777583,517984.482695154,4987560.42693866,91.0694698410307,28.8372763381714,59.0251125519209,"F"
"10383",0,0.027300474287901,0.065928687744151,0.337999092357113,0.004849660523763,399.099227813453,495428.157366445,5000763.79427262,90.8583604682615,28.5046643847593,60.5373590810484,"F"
"10383",0,0.034453493356194,0.10961851693099,0.219674239177025,0.006643806258037,303.062526886867,497340.634067375,4990827.87604551,88.9926818062461,27.1886975871084,73.1942719264431,"F"
"10383",0,0.054474640966519,0.17920153371849,0.198036218554885,0.011865592372859,387.485995534132,499152.646474751,4980782.25552734,88.2109221515349,24.148176943669,78.4097152110821,"F"
"10383",0,0.044422444059438,0.069686219508841,0.146559231453217,0.01156853578271,508.895120288431,487512.070228929,4989000.0391742,88.9809142890725,31.3060053120834,73.2417582417582,"F"
"10383",0,0.031974698282229,0.03306079537062,0.285391559722307,0.005917056937554,112.649995649938,509220.578147085,4982659.94802726,91.1000491173623,29.1152692697215,59.2139909836398,"F"
"10383",0,0.019616656950814,0.018872165136713,0.271950217377563,0.016954747540016,296.174758638728,515150.573182352,5001584.85774376,89.2492934700483,28.8583310329768,71.3774371499558,"F"
"10383",0,0.027894904603615,0.002987113519421,0.249988616183234,0.010272756249715,267.201878538967,505267.406433959,5002743.4209788,90.1234550376006,28.8813591641634,65.6353792256245,"F"
"1201",1,0.151754119906986,0.09222525528258,0.073501162673137,0.027762612475988,357.359861268931,497369.890630314,4919392.05471935,88.3491928903762,26.8392693190712,76.1356365962892,"M"
"1201",0,0.049494033763752,0.045059172322544,0.147600029402396,0.011564942542817,461.557416676653,490896.756936025,4914031.40852025,88.2030163268047,29.8696305025964,77.8185974365254,"M"
"1201",0,0.042470936608905,0.079869488923009,0.068490897126563,0.013613182715508,254.478178135911,490349.551527724,4930919.55354846,90.5065998472171,37.5657300201579,62.6392388882802,"M"
"1201",0,0.032406645829906,0.061893403520316,0.10068816143006,0.036902999396831,244.166749046891,488487.966742636,4940015.444573,88.3080267294507,32.4883611617293,77.6627218934911,"M"
"1201",0,0.040794916729254,0.120870736621246,0.061609622927172,0.02976765256369,327.723181337526,483178.350305831,4929403.66624399,90.4762703739443,36.1901990108407,63.021639864999,"M"
"1201",0,0.040468042633586,0.080232060742167,0.113490535771575,0.026307346807828,463.844369142313,496369.383232202,4939312.32088828,89.4947715366939,33.6050280468203,69.6263582319019,"M"
"1201",0,0.047329676380024,0.091702522482106,0.207569485511532,0.015008462652175,259.209004433062,486776.739967388,4920129.10557851,89.6476309045413,27.7730710836616,68.6424279458193,"M"
"1201",0,0.069060417114599,0.026947609833011,0.094904321651258,0.019221672758547,214.26004409934,499917.218657102,4910675.48487746,88.9042617766953,35.0594391362989,73.1257935485103,"M"
"1201",0,0.093537563458108,0.038841975277844,0.054695588180265,0.023038255728381,406.895456544773,505060.171164409,4926787.50299649,89.1075895927545,35.0974774115265,70.8320869478512,"M"
"1201",0,0.054925277197493,0.039466495259521,0.105736782902137,0.027205527880444,362.013537995304,499060.128866574,4929763.71923119,89.7590716490118,30.9258768051929,67.3916651941807,"M"
"1201",0,0.046485370051635,0.122423407917384,0.053631669535284,0.023228915662651,313.734483345385,481151.661225835,4937829.27174183,88.7086274946378,33.7761436126639,74.9388848374772,"M"
"1201",0,0.032622479502047,0.070791748545541,0.171892394218948,0.023745680183538,395.883037620261,479900.59982829,4947339.85255601,89.1554308092385,29.5529588395088,72.0007995074003,"M"
"1201",0,0.039468151312802,0.110406539619531,0.243108001278321,0.02057087110827,410.172965377657,472790.264410473,4937519.27446845,90.5060844948597,27.4312374561862,63.5116736422772,"M"
"1201",0,0.048021479025515,0.07809571861035,0.119341934553842,0.02533515929076,403.818601275005,492763.445293585,4924611.44832609,88.3531539817042,31.2744003936066,76.9484649912388,"M"
"1251",1,0.014805258631281,0.003887806504836,0.05608797149527,0.028838221613747,55.079737347165,547260.032381134,4966825.98729928,89.9287889691349,39.2882980028151,66.8496963636736,"M"
"1251",0,0.016099592415382,0.05154173312068,0.123781676413255,0.010623781676413,63.2212980678556,557284.036099493,4968768.21383699,92.1392185971724,35.7002063606998,52.2668649915299,"M"
"1251",0,0.47612859999797,0.088389657587786,0.071385789842346,0.00704518460617,723.456577210284,516521.522592938,4964371.1956643,92.1459818701899,34.3511920361913,52.0497264100535,"M"
"1251",0,0.025187758296377,0.005389040682108,0.322154792470446,0.006103002759738,123.657527895049,534216.963785176,4970419.79742344,91.5509443258145,30.7044702610801,56.2201613345772,"M"
"1251",0,0.316382634088472,0.111057878767139,0.103438048958547,0.016380352702302,323.556788791474,520990.303119722,4958890.60290049,90.236658396581,27.5669378770978,64.737318220864,"M"
"1251",0,0.024439622604956,0.002780091830211,0.084468295329058,0.013319255284112,78.0773904794561,538974.828965382,4961353.23404621,91.7473879618795,42.2117801437681,54.7854593795778,"M"
